Unique_ID,Bedroms,Year_Built,Total_Value,Building_Value,Land_Value,Sale_Price,Land_Use,Sale_Date
251,0,0,0,0,0,51200,SINGLE FAMILY,2013-01-02
217,3,1918,93200,48200,45000,50000,SINGLE FAMILY,2013-01-02
410,0,0,0,0,0,252000,RESIDENTIAL CONDO,2013-01-02
413,0,0,0,0,0,255000,RESIDENTIAL CONDO,2013-01-02
122,2,1940,245200,83400,140000,225000,SINGLE FAMILY,2013-01-02
298,5,2013,459800,368200,60000,72500,VACANT RES LAND,2013-01-02
378,4,1974,139100,114700,22500,152000,SINGLE FAMILY,2013-01-02
189,0,0,0,0,0,135000,RESIDENTIAL CONDO,2013-01-02
204,4,2006,1465500,1184700,280800,1365000,SINGLE FAMILY,2013-01-02
262,4,1984,92200,70600,21600,89900,DUPLEX,2013-01-03
77,0,0,0,0,0,154000,SINGLE FAMILY,2013-01-03
332,3,1985,53000,40500,12500,47025,ZERO LOT LINE,2013-01-03
402,0,0,0,0,0,150000,SINGLE FAMILY,2013-01-03
181,0,0,0,0,0,55900,SINGLE FAMILY,2013-01-03
313,2,1959,95600,70600,25000,98000,SINGLE FAMILY,2013-01-03
12,7,1978,129300,107800,21500,120000,SINGLE FAMILY,2013-01-04
400,0,0,0,0,0,129990,SINGLE FAMILY,2013-01-04
265,4,1948,270700,227700,37000,83000,SINGLE FAMILY,2013-01-04
24,4,1968,355400,300400,55000,267300,SINGLE FAMILY,2013-01-04
380,0,0,0,0,0,119900,SINGLE FAMILY,2013-01-04
417,0,0,0,0,0,275000,RESIDENTIAL CONDO,2013-01-04
264,3,1956,150700,120700,30000,77500,SINGLE FAMILY,2013-01-04
405,3,2005,173200,133200,40000,195000,SINGLE FAMILY,2013-01-04
221,3,2012,217100,172100,45000,215044,SINGLE FAMILY,2013-01-04
78,0,0,0,0,0,157000,SINGLE FAMILY,2013-01-04
16,2,1955,269000,213600,47000,262500,SINGLE FAMILY,2013-01-04
81,0,0,0,0,0,50000,VACANT RES LAND,2013-01-04
82,0,0,0,0,0,50000,VACANT RES LAND,2013-01-04
242,3,1966,59800,45800,14000,20000,SINGLE FAMILY,2013-01-04
153,0,0,0,0,0,194000,VACANT RES LAND,2013-01-04
245,2,1958,119300,94300,25000,100,SINGLE FAMILY,2013-01-04
5,2,1945,113300,86100,25000,93736,SINGLE FAMILY,2013-01-04
61,0,0,0,0,0,171990,SINGLE FAMILY,2013-01-04
34,0,0,0,0,0,152950,SINGLE FAMILY,2013-01-04
31,0,0,0,0,0,113000,RESIDENTIAL CONDO,2013-01-04
385,0,0,0,0,0,135790,SINGLE FAMILY,2013-01-04
39,0,0,0,0,0,80000,VACANT RES LAND,2013-01-07
220,3,1950,57800,37800,20000,59220,SINGLE FAMILY,2013-01-07
278,3,1969,166100,141100,25000,53000,SINGLE FAMILY,2013-01-07
6,0,0,0,0,0,64900,RESIDENTIAL CONDO,2013-01-07
96,0,0,0,0,0,900000,RESIDENTIAL CONDO,2013-01-07
159,3,1968,215400,148900,66500,224000,SINGLE FAMILY,2013-01-07
58,0,0,0,0,0,35000,VACANT RES LAND,2013-01-07
32,0,0,0,0,0,134825,SINGLE FAMILY,2013-01-07
233,0,0,0,0,0,52500,VACANT RES LAND,2013-01-07
76,0,0,0,0,0,200000,SINGLE FAMILY,2013-01-07
234,0,0,0,0,0,52500,VACANT RES LAND,2013-01-07
365,0,0,0,0,0,188076,VACANT RES LAND,2013-01-07
179,0,0,0,0,0,157000,RESIDENTIAL CONDO,2013-01-07
366,0,0,0,0,0,188076,VACANT RES LAND,2013-01-07
53,0,0,0,0,0,161000,SINGLE FAMILY,2013-01-07
346,3,1950,248900,201700,40000,147000,SINGLE FAMILY,2013-01-07
392,3,2001,125600,103100,22500,144900,SINGLE FAMILY,2013-01-07
52,0,0,0,0,0,161000,SINGLE FAMILY,2013-01-07
57,0,0,0,0,0,35000,VACANT RES LAND,2013-01-07
191,0,0,0,0,0,195000,RESIDENTIAL CONDO,2013-01-07
214,4,1958,90700,66700,24000,78500,DUPLEX,2013-01-07
41,0,0,0,0,0,153900,SINGLE FAMILY,2013-01-07
360,3,1984,110000,95700,14300,93000,ZERO LOT LINE,2013-01-07
364,0,0,0,0,0,188076,VACANT RES LAND,2013-01-07
202,4,1956,1503800,1164100,315000,1525000,SINGLE FAMILY,2013-01-07
257,4,1963,72800,54800,18000,74000,DUPLEX,2013-01-08
213,1,1935,64500,45900,13000,37500,SINGLE FAMILY,2013-01-08
263,0,0,0,0,0,109000,SINGLE FAMILY,2013-01-08
108,0,0,0,0,0,225000,RESIDENTIAL CONDO,2013-01-08
375,0,0,0,0,0,69000,RESIDENTIAL CONDO,2013-01-08
271,0,0,15300,0,15000,16000,SINGLE FAMILY,2013-01-08
67,0,0,0,0,0,90000,SINGLE FAMILY,2013-01-08
68,0,0,0,0,0,90000,SINGLE FAMILY,2013-01-08
209,4,1955,54200,43200,11000,65900,DUPLEX,2013-01-08
395,0,0,0,0,0,16000,VACANT RES LAND,2013-01-08
256,3,1978,101700,81700,20000,70000,SINGLE FAMILY,2013-01-08
387,3,1979,117400,89900,27500,123900,SINGLE FAMILY,2013-01-08
283,3,1960,137500,101100,32000,125000,SINGLE FAMILY,2013-01-08
20,3,1958,104300,83100,21000,134000,SINGLE FAMILY,2013-01-08
23,4,1980,81600,66600,15000,92900,SINGLE FAMILY,2013-01-08
226,0,0,0,0,0,214000,SINGLE FAMILY,2013-01-08
330,3,1962,136600,111400,21000,78600,SINGLE FAMILY,2013-01-08
43,0,0,0,0,0,210000,SINGLE FAMILY,2013-01-08
216,0,0,0,0,0,35000,VACANT RES LAND,2013-01-09
80,0,0,0,0,0,190000,SINGLE FAMILY,2013-01-09
338,3,1963,85900,65900,20000,83500,SINGLE FAMILY,2013-01-09
288,3,1942,168700,135500,24000,153000,SINGLE FAMILY,2013-01-09
102,4,2014,660200,510200,150000,207500,SINGLE FAMILY,2013-01-09
261,4,1984,85400,63800,21600,85000,DUPLEX,2013-01-09
320,3,1940,174100,129600,35000,85000,SINGLE FAMILY,2013-01-09
345,3,1951,139200,113200,26000,165000,DUPLEX,2013-01-09
9,2,1945,88400,57100,25000,25000,SINGLE FAMILY,2013-01-09
322,3,1991,141900,111900,30000,144500,SINGLE FAMILY,2013-01-09
128,3,1956,359200,184200,175000,147500,SINGLE FAMILY,2013-01-10
38,0,0,0,0,0,254800,RESIDENTIAL CONDO,2013-01-10
239,2,1940,28500,5800,21300,26000,SINGLE FAMILY,2013-01-10
56,0,0,0,0,0,225000,SINGLE FAMILY,2013-01-10
381,0,0,0,0,0,99800,SINGLE FAMILY,2013-01-10
272,3,2012,330600,293600,37000,334000,SINGLE FAMILY,2013-01-10
359,4,2007,204800,175800,29000,182000,SINGLE FAMILY,2013-01-10
225,0,0,0,0,0,156500,RESIDENTIAL CONDO,2013-01-10
197,0,0,0,0,0,345000,SINGLE FAMILY,2013-01-10
140,5,1942,1402300,971700,398000,1435000,SINGLE FAMILY,2013-01-10
118,4,2007,580100,365600,214500,555000,SINGLE FAMILY,2013-01-10
231,4,1978,644200,446600,152400,600000,SINGLE FAMILY,2013-01-10
211,3,1930,63500,52500,11000,17000,SINGLE FAMILY,2013-01-10
282,3,1949,118100,82000,25000,132000,SINGLE FAMILY,2013-01-10
362,0,0,0,0,0,261022,SINGLE FAMILY,2013-01-10
307,3,1905,388900,302200,85000,388565,SINGLE FAMILY,2013-01-10
398,0,0,0,0,0,168000,SINGLE FAMILY,2013-01-10
55,0,0,0,0,0,242500,SINGLE FAMILY,2013-01-10
304,4,1948,246500,153000,93500,235000,DUPLEX,2013-01-10
42,0,0,0,0,0,116500,RESIDENTIAL CONDO,2013-01-10
60,0,0,0,0,0,162000,SINGLE FAMILY,2013-01-11
350,2,1955,92200,73200,19000,95000,SINGLE FAMILY,2013-01-11
215,3,1960,101900,70900,31000,102000,SINGLE FAMILY,2013-01-11
292,2,1930,80900,54900,26000,70000,DUPLEX,2013-01-11
110,2,1983,149900,44900,105000,138000,ZERO LOT LINE,2013-01-11
11,3,1968,109400,87900,21500,72000,SINGLE FAMILY,2013-01-11
317,0,0,0,0,0,128500,SINGLE FAMILY,2013-01-11
243,0,0,0,0,0,165000,SINGLE FAMILY,2013-01-11
319,3,1996,152300,139300,13000,135000,SINGLE FAMILY,2013-01-11
258,0,0,0,0,0,49000,RESIDENTIAL CONDO,2013-01-11
125,3,1935,380200,259700,120000,396500,SINGLE FAMILY,2013-01-11
335,3,1956,202100,176100,26000,73500,SINGLE FAMILY,2013-01-11
296,0,0,0,0,0,277900,VACANT RES LAND,2013-01-11
124,0,0,0,0,0,434605,RESIDENTIAL CONDO,2013-01-11
135,0,0,0,0,0,180259,RESIDENTIAL CONDO,2013-01-11
183,0,0,0,0,0,171900,SINGLE FAMILY,2013-01-11
329,3,1958,143300,108300,35000,109900,SINGLE FAMILY,2013-01-11
203,0,0,0,0,0,2562600,SINGLE FAMILY,2013-01-11
134,0,0,0,0,0,79000,RESIDENTIAL CONDO,2013-01-11
131,3,1957,371700,146700,225000,100000,SINGLE FAMILY,2013-01-11
186,0,0,0,0,0,50000,ZERO LOT LINE,2013-01-11
247,0,0,0,0,0,80000,SINGLE FAMILY,2013-01-11
210,3,1930,45600,34200,11000,54500,SINGLE FAMILY,2013-01-11
1,2,1941,168300,134400,32000,191500,SINGLE FAMILY,2013-01-11
173,0,0,0,0,0,224000,RESIDENTIAL CONDO,2013-01-11
404,0,0,0,0,0,275000,RESIDENTIAL CONDO,2013-01-11
253,3,1945,102500,77200,23600,102900,SINGLE FAMILY,2013-01-11
355,2,1949,85700,59500,17000,89000,SINGLE FAMILY,2013-01-11
224,0,0,0,0,0,38000,VACANT RES LAND,2013-01-11
371,0,0,0,0,0,167000,SINGLE FAMILY,2013-01-11
259,4,1962,222000,174000,48000,159900,SINGLE FAMILY,2013-01-11
227,0,0,0,0,0,182000,SINGLE FAMILY,2013-01-11
106,0,0,0,0,0,186500,RESIDENTIAL CONDO,2013-01-11
195,4,2016,1700500,1310500,390000,420000,VACANT RES LAND,2013-01-11
412,0,0,0,0,0,232500,RESIDENTIAL CONDO,2013-01-11
86,4,1968,268000,103000,165000,450000,DUPLEX,2013-01-11
287,6,1930,64300,20500,43800,75000,SINGLE FAMILY,2013-01-11
127,3,1968,514000,239000,275000,433500,SINGLE FAMILY,2013-01-11
286,4,1920,126100,99100,27000,52500,SINGLE FAMILY,2013-01-11
109,2,1983,149900,44900,105000,138000,ZERO LOT LINE,2013-01-11
100,0,0,0,0,0,40000,RESIDENTIAL CONDO,2013-01-11
390,0,0,0,0,0,187000,SINGLE FAMILY,2013-01-14
145,3,2012,621400,481400,140000,585157,SINGLE FAMILY,2013-01-14
54,0,0,0,0,0,227000,SINGLE FAMILY,2013-01-14
146,0,0,0,0,0,228000,SINGLE FAMILY,2013-01-14
142,0,0,0,0,0,145000,RESIDENTIAL CONDO,2013-01-14
149,0,0,0,0,0,205000,SINGLE FAMILY,2013-01-14
85,2,1930,268900,143200,120000,285000,SINGLE FAMILY,2013-01-14
406,0,0,0,0,0,152500,RESIDENTIAL CONDO,2013-01-14
342,0,0,0,0,0,55000,VACANT RES LAND,2013-01-14
229,0,0,0,0,0,258000,SINGLE FAMILY,2013-01-14
169,0,0,0,0,0,255000,RESIDENTIAL CONDO,2013-01-14
414,0,0,0,0,0,169300,RESIDENTIAL CONDO,2013-01-14
148,0,0,0,0,0,205000,SINGLE FAMILY,2013-01-14
394,0,0,0,0,0,57500,RESIDENTIAL CONDO,2013-01-14
379,3,1986,84100,69600,14500,53300,ZERO LOT LINE,2013-01-14
139,0,0,0,0,0,170500,RESIDENTIAL CONDO,2013-01-14
374,0,0,0,0,0,415000,SINGLE FAMILY,2013-01-14
7,2,1932,84300,68100,16000,44000,SINGLE FAMILY,2013-01-15
273,3,1945,145700,108700,37000,150000,SINGLE FAMILY,2013-01-15
415,0,0,0,0,0,430000,RESIDENTIAL CONDO,2013-01-15
164,3,1938,549000,100100,448900,616224,SINGLE FAMILY,2013-01-15
200,0,0,0,0,0,248000,SINGLE FAMILY,2013-01-15
87,0,0,9000,0,9000,16000,VACANT RES LAND,2013-01-15
69,0,0,0,0,0,135500,RESIDENTIAL CONDO,2013-01-15
114,4,1935,782300,567400,175000,899900,SINGLE FAMILY,2013-01-15
30,0,0,0,0,0,101000,RESIDENTIAL CONDO,2013-01-15
91,0,0,11000,0,11000,27000,VACANT RES LAND,2013-01-15
90,0,0,11000,0,11000,27000,VACANT RES LAND,2013-01-15
309,3,1952,153100,128100,25000,64000,SINGLE FAMILY,2013-01-15
143,0,0,0,0,0,702776,RESIDENTIAL CONDO,2013-01-15
119,4,1967,149400,69400,80000,164000,DUPLEX,2013-01-15
267,3,1940,249200,219200,30000,130000,DUPLEX,2013-01-15
344,4,1989,192700,157700,35000,150000,SINGLE FAMILY,2013-01-15
93,0,0,11000,0,11000,16000,VACANT RES LAND,2013-01-15
389,0,0,0,0,0,137210,SINGLE FAMILY,2013-01-15
66,0,0,0,0,0,45000,VACANT RES LAND,2013-01-15
339,3,1962,103500,83500,20000,110000,SINGLE FAMILY,2013-01-15
269,5,1940,67400,40400,27000,57999,SINGLE FAMILY,2013-01-15
391,0,0,0,0,0,81000,SINGLE FAMILY,2013-01-15
160,5,2016,887000,576900,295000,300000,VACANT RES LAND,2013-01-15
281,2,1947,153700,121900,16400,30000,SINGLE FAMILY,2013-01-15
111,4,1930,660900,485900,175000,270000,SINGLE FAMILY,2013-01-15
25,0,0,0,0,0,270000,SINGLE FAMILY,2013-01-15
133,0,0,0,0,0,171500,RESIDENTIAL CONDO,2013-01-15
356,3,1949,93500,76500,17000,55000,SINGLE FAMILY,2013-01-15
334,0,0,0,0,0,127449,RESIDENTIAL CONDO,2013-01-15
248,3,1962,100000,80000,20000,109900,SINGLE FAMILY,2013-01-15
393,0,0,0,0,0,74900,RESIDENTIAL CONDO,2013-01-15
33,3,1968,101400,77400,24000,109900,SINGLE FAMILY,2013-01-15
250,0,0,0,0,0,214000,SINGLE FAMILY,2013-01-15
18,0,0,0,0,0,127500,RESIDENTIAL CONDO,2013-01-16
377,0,0,0,0,0,33000,RESIDENTIAL CONDO,2013-01-16
268,3,1993,92700,74700,18000,108500,SINGLE FAMILY,2013-01-16
275,4,1930,279500,242500,37000,250000,SINGLE FAMILY,2013-01-16
89,0,0,11000,0,11000,17000,VACANT RES LAND,2013-01-16
219,4,1925,113100,93100,20000,93000,SINGLE FAMILY,2013-01-16
180,0,0,0,0,0,226745,SINGLE FAMILY,2013-01-16
188,0,0,0,0,0,164500,RESIDENTIAL CONDO,2013-01-16
98,0,0,0,0,0,227000,CONDO,2013-01-16
101,3,1953,157700,112700,45000,194000,SINGLE FAMILY,2013-01-16
252,2,1948,81600,63600,18000,44000,SINGLE FAMILY,2013-01-16
88,0,0,11000,0,11000,17000,VACANT RES LAND,2013-01-16
59,0,0,0,0,0,207000,SINGLE FAMILY,2013-01-16
274,0,0,0,0,0,60000,RESIDENTIAL COMBO/MISC,2013-01-16
230,0,0,0,0,0,255000,SINGLE FAMILY,2013-01-16
321,0,0,0,0,0,45000,VACANT RES LAND,2013-01-16
254,3,1952,95100,74900,18000,97500,SINGLE FAMILY,2013-01-16
198,0,0,0,0,0,230000,SINGLE FAMILY,2013-01-16
279,4,1961,120700,88700,32000,120000,DUPLEX,2013-01-17
347,3,1957,137000,109200,25000,100000,SINGLE FAMILY,2013-01-17
266,4,1935,164000,127000,37000,154900,SINGLE FAMILY,2013-01-17
99,0,0,0,0,0,49500,RESIDENTIAL CONDO,2013-01-17
351,2,1959,89200,67200,22000,48000,SINGLE FAMILY,2013-01-17
353,0,0,0,0,0,279000,SINGLE FAMILY,2013-01-17
15,4,1962,116300,92000,21500,120000,SINGLE FAMILY,2013-01-17
352,0,0,0,0,0,142988,VACANT RES LAND,2013-01-17
241,2,1964,54300,40300,14000,27000,SINGLE FAMILY,2013-01-17
236,3,1967,108600,87600,21000,45000,SINGLE FAMILY,2013-01-17
64,0,0,0,0,0,305000,SINGLE FAMILY,2013-01-17
36,0,0,0,0,0,234900,RESIDENTIAL CONDO,2013-01-17
178,3,1951,347000,146200,200000,345000,SINGLE FAMILY,2013-01-17
367,2,1952,66800,44700,17000,86500,SINGLE FAMILY,2013-01-17
363,0,0,0,0,0,57425,VACANT RES LAND,2013-01-17
103,2,1950,273500,111400,160000,295000,SINGLE FAMILY,2013-01-18
323,4,1987,375700,245500,90000,375000,SINGLE FAMILY,2013-01-18
3,4,1948,268700,243700,25000,32000,SINGLE FAMILY,2013-01-18
10,2,1955,105100,80100,25000,90000,SINGLE FAMILY,2013-01-18
71,0,0,0,0,0,185000,SINGLE FAMILY,2013-01-18
51,0,0,0,0,0,170000,SINGLE FAMILY,2013-01-18
37,0,0,0,0,0,180000,RESIDENTIAL CONDO,2013-01-18
325,3,1940,102600,80100,22500,77000,SINGLE FAMILY,2013-01-18
192,0,0,0,0,0,175000,RESIDENTIAL CONDO,2013-01-18
326,0,0,0,0,0,77991,RESIDENTIAL CONDO,2013-01-18
112,3,1950,371300,156800,214500,394500,SINGLE FAMILY,2013-01-18
369,3,1960,179000,156000,23000,120000,SINGLE FAMILY,2013-01-18
14,2,1960,103200,81700,21500,115900,SINGLE FAMILY,2013-01-18
21,2,1958,74400,53400,21000,48000,SINGLE FAMILY,2013-01-18
172,2,1942,260300,107800,152000,266125,SINGLE FAMILY,2013-01-18
161,4,1945,731600,381600,350000,975000,SINGLE FAMILY,2013-01-18
185,0,0,0,0,0,83500,ZERO LOT LINE,2013-01-18
376,3,1997,138100,107100,31000,125000,SINGLE FAMILY,2013-01-18
318,3,1997,290300,255300,35000,217000,SINGLE FAMILY,2013-01-18
354,3,1999,227400,184400,43000,207000,SINGLE FAMILY,2013-01-18
290,3,1900,181900,156800,25100,183000,SINGLE FAMILY,2013-01-18
136,4,1936,987800,794500,180000,989000,SINGLE FAMILY,2013-01-18
222,2,1949,107200,83200,24000,127500,SINGLE FAMILY,2013-01-18
201,0,0,0,0,0,245000,SINGLE FAMILY,2013-01-18
138,0,0,0,0,0,450000,SINGLE FAMILY,2013-01-18
388,3,1987,101800,74300,27500,107000,SINGLE FAMILY,2013-01-18
167,0,0,0,0,0,290000,RESIDENTIAL CONDO,2013-01-18
361,3,1980,145700,119700,26000,81600,SINGLE FAMILY,2013-01-18
237,3,1967,102400,81400,21000,120000,SINGLE FAMILY,2013-01-18
343,3,1984,122200,99100,22000,104900,SINGLE FAMILY,2013-01-18
328,3,1974,137800,112800,25000,115000,SINGLE FAMILY,2013-01-18
199,0,0,0,0,0,233000,SINGLE FAMILY,2013-01-18
311,0,0,0,0,0,410000,SINGLE FAMILY,2013-01-18
151,4,1976,110200,92200,18000,132000,DUPLEX,2013-01-18
2,3,2000,191800,157800,34000,202000,SINGLE FAMILY,2013-01-18
336,5,1960,222200,188200,34000,125000,SINGLE FAMILY,2013-01-18
312,0,0,0,0,0,410000,SINGLE FAMILY,2013-01-18
182,0,0,0,0,0,225000,SINGLE FAMILY,2013-01-18
45,0,0,0,0,0,195000,SINGLE FAMILY,2013-01-18
46,0,0,0,0,0,230000,SINGLE FAMILY,2013-01-18
132,4,2013,732300,492300,240000,427000,SINGLE FAMILY,2013-01-18
144,3,2012,636000,473200,140000,718000,SINGLE FAMILY,2013-01-18
120,2,1940,155700,50700,105000,151000,SINGLE FAMILY,2013-01-18
116,0,0,0,0,0,105700,RESIDENTIAL CONDO,2013-01-18
235,3,1980,138000,118000,20000,115000,SINGLE FAMILY,2013-01-18
155,0,0,0,0,0,129000,RESIDENTIAL CONDO,2013-01-18
310,0,0,0,0,0,410000,SINGLE FAMILY,2013-01-18
168,0,0,0,0,0,335000,RESIDENTIAL CONDO,2013-01-19
297,3,1930,313600,213600,100000,355000,SINGLE FAMILY,2013-01-20
47,0,0,0,0,0,105000,VACANT RES LAND,2013-01-22
50,0,0,0,0,0,105000,VACANT RES LAND,2013-01-22
327,0,0,0,0,0,148000,SINGLE FAMILY,2013-01-22
163,4,1940,685900,310100,375000,710000,SINGLE FAMILY,2013-01-22
44,0,0,0,0,0,337000,SINGLE FAMILY,2013-01-22
22,4,1959,128100,107100,21000,127000,SINGLE FAMILY,2013-01-22
399,0,0,0,0,0,106500,SINGLE FAMILY,2013-01-22
123,0,0,0,0,0,519000,RESIDENTIAL CONDO,2013-01-22
349,0,0,0,0,0,149984,VACANT RES LAND,2013-01-22
49,0,0,0,0,0,105000,VACANT RES LAND,2013-01-22
162,0,0,0,0,0,535900,SINGLE FAMILY,2013-01-22
295,6,1955,159500,128300,31200,148500,SINGLE FAMILY,2013-01-22
206,3,2007,1660700,1408800,200000,1200000,SINGLE FAMILY,2013-01-22
74,0,0,0,0,0,45000,VACANT RES LAND,2013-01-22
184,0,0,0,0,0,75000,RESIDENTIAL CONDO,2013-01-22
165,0,0,0,0,0,975000,SINGLE FAMILY,2013-01-22
238,2,1945,75600,55600,20000,52500,SINGLE FAMILY,2013-01-22
396,0,0,0,0,0,146900,SINGLE FAMILY,2013-01-22
62,0,0,0,0,0,374900,SINGLE FAMILY,2013-01-22
72,0,0,0,0,0,45000,VACANT RES LAND,2013-01-23
223,3,2013,140100,127100,13000,15000,VACANT RES LAND,2013-01-23
154,0,0,0,0,0,62500,RESIDENTIAL CONDO,2013-01-23
104,3,1953,260600,195600,65000,260000,SINGLE FAMILY,2013-01-23
306,0,0,0,0,0,78000,SINGLE FAMILY,2013-01-23
73,0,0,0,0,0,45000,VACANT RES LAND,2013-01-23
255,0,0,0,0,0,139900,SINGLE FAMILY,2013-01-23
4,2,1910,164800,138100,25000,102000,SINGLE FAMILY,2013-01-23
207,3,1980,418200,218200,200000,385500,SINGLE FAMILY,2013-01-23
63,0,0,0,0,0,271250,SINGLE FAMILY,2013-01-23
166,0,0,0,0,0,300000,VACANT RES LAND,2013-01-23
97,0,0,0,0,0,390000,RESIDENTIAL CONDO,2013-01-23
303,2,1955,177100,90200,85000,173000,SINGLE FAMILY,2013-01-23
177,5,1952,741500,468800,272700,550000,SINGLE FAMILY,2013-01-23
331,4,1962,144100,123100,21000,140000,SINGLE FAMILY,2013-01-23
13,4,2013,236800,201300,35500,55000,VACANT RES LAND,2013-01-23
121,4,1930,594300,414300,180000,600000,SINGLE FAMILY,2013-01-23
409,0,0,0,0,0,437000,RESIDENTIAL CONDO,2013-01-23
92,6,1988,96700,76700,20000,63500,DUPLEX,2013-01-23
190,0,0,0,0,0,257000,SINGLE FAMILY,2013-01-24
152,0,0,0,0,0,185000,RESIDENTIAL CONDO,2013-01-24
84,4,1949,121200,89200,32000,131350,SINGLE FAMILY,2013-01-24
308,3,2007,239800,204800,35000,241000,SINGLE FAMILY,2013-01-24
260,2,1954,107900,80900,27000,66120,SINGLE FAMILY,2013-01-24
0,0,0,0,0,0,132000,RESIDENTIAL CONDO,2013-01-24
176,3,1960,395600,150600,245000,445000,SINGLE FAMILY,2013-01-24
324,0,0,0,0,0,105150,RESIDENTIAL CONDO,2013-01-24
373,0,0,0,0,0,124500,RESIDENTIAL CONDO,2013-01-24
301,3,1948,247700,201500,33800,159900,SINGLE FAMILY,2013-01-24
240,3,1997,90700,79300,11000,81000,SINGLE FAMILY,2013-01-24
79,0,0,0,0,0,139000,SINGLE FAMILY,2013-01-24
284,0,0,0,0,0,26500,SINGLE FAMILY,2013-01-24
113,0,0,0,0,0,58000,RESIDENTIAL CONDO,2013-01-24
94,2,1958,130200,63600,65000,130000,SINGLE FAMILY,2013-01-24
175,0,0,0,0,0,225000,VACANT RES LAND,2013-01-24
270,2,1925,146600,119600,27000,40000,SINGLE FAMILY,2013-01-24
291,4,1920,326000,201000,125000,281993,SINGLE FAMILY,2013-01-24
294,4,1954,120700,60400,60300,65000,DUPLEX,2013-01-24
276,2,1945,190700,160800,25000,76000,SINGLE FAMILY,2013-01-24
150,3,1969,145400,109400,36000,150000,SINGLE FAMILY,2013-01-24
315,3,1934,104700,81000,17000,65200,SINGLE FAMILY,2013-01-24
83,0,0,0,0,0,339900,SINGLE FAMILY,2013-01-24
280,0,0,0,0,0,53000,SINGLE FAMILY,2013-01-24
411,0,0,0,0,0,284000,RESIDENTIAL CONDO,2013-01-24
228,0,0,0,0,0,162000,SINGLE FAMILY,2013-01-25
174,4,2013,819100,579800,210000,846200,SINGLE FAMILY,2013-01-25
293,5,2013,576100,515800,60300,120000,DUPLEX,2013-01-25
40,0,0,0,0,0,183800,SINGLE FAMILY,2013-01-25
285,3,2013,237600,210600,27000,248840,SINGLE FAMILY,2013-01-25
35,0,0,0,0,0,261000,RESIDENTIAL CONDO,2013-01-25
418,0,0,0,0,0,712500,RESIDENTIAL CONDO,2013-01-25
29,0,0,0,0,0,216000,SINGLE FAMILY,2013-01-25
383,0,0,0,0,0,139990,SINGLE FAMILY,2013-01-25
289,3,2013,202600,178600,24000,210000,SINGLE FAMILY,2013-01-25
158,0,0,0,0,0,174000,ZERO LOT LINE,2013-01-25
126,0,0,0,0,0,245000,RESIDENTIAL CONDO,2013-01-25
95,0,0,0,0,0,118000,RESIDENTIAL CONDO,2013-01-25
212,2,1937,58300,45300,13000,25000,SINGLE FAMILY,2013-01-25
333,0,0,0,0,0,124000,SINGLE FAMILY,2013-01-25
340,3,1987,116300,94300,22000,125000,SINGLE FAMILY,2013-01-25
156,5,1965,242600,172600,70000,268000,SINGLE FAMILY,2013-01-25
8,2,1932,84300,68100,16000,49900,SINGLE FAMILY,2013-01-25
65,0,0,0,0,0,320000,SINGLE FAMILY,2013-01-25
70,0,0,0,0,0,139144,VACANT RES LAND,2013-01-25
218,0,0,0,0,0,150000,SINGLE FAMILY,2013-01-25
408,0,0,0,0,0,215000,RESIDENTIAL CONDO,2013-01-25
115,4,2005,702300,472700,214500,860000,SINGLE FAMILY,2013-01-25
28,0,0,0,0,0,137000,SINGLE FAMILY,2013-01-25
26,0,0,0,0,0,295000,SINGLE FAMILY,2013-01-25
368,4,1960,171500,143400,23000,165000,SINGLE FAMILY,2013-01-25
372,0,0,0,0,0,191000,SINGLE FAMILY,2013-01-28
147,3,1949,331500,156500,175000,323000,SINGLE FAMILY,2013-01-28
341,0,0,0,0,0,138600,SINGLE FAMILY,2013-01-28
27,3,1965,187800,151300,36500,187000,SINGLE FAMILY,2013-01-28
316,0,0,0,0,0,138000,SINGLE FAMILY,2013-01-28
208,4,1940,61800,50800,11000,27000,SINGLE FAMILY,2013-01-28
249,0,0,0,0,0,79190,RESIDENTIAL CONDO,2013-01-28
196,5,1965,473300,158300,315000,505000,SINGLE FAMILY,2013-01-28
397,0,0,0,0,0,153000,SINGLE FAMILY,2013-01-28
75,0,0,0,0,0,80000,VACANT RES LAND,2013-01-28
382,3,1967,137000,112000,25000,139500,SINGLE FAMILY,2013-01-28
337,3,1940,105000,79900,22000,86000,SINGLE FAMILY,2013-01-28
187,0,0,0,0,0,86900,ZERO LOT LINE,2013-01-28
305,2,2012,202500,172500,30000,215000,SINGLE FAMILY,2013-01-28
157,0,0,0,0,0,109000,ZERO LOT LINE,2013-01-28
302,4,1910,469200,369200,100000,225000,TRIPLEX,2013-01-29
17,0,0,0,0,0,31416,RESIDENTIAL CONDO,2013-01-29
370,3,1963,164700,141700,23000,125000,SINGLE FAMILY,2013-01-29
194,0,0,782500,0,782500,2760000,VACANT RES LAND,2013-01-29
193,4,1930,2826100,1574300,1174500,2760000,SINGLE FAMILY,2013-01-29
170,0,0,0,0,0,577000,RESIDENTIAL CONDO,2013-01-29
357,2,1986,59600,47600,12000,107000,ZERO LOT LINE,2013-01-29
358,2,1986,59700,47700,12000,107000,ZERO LOT LINE,2013-01-29
105,0,0,0,0,0,149900,RESIDENTIAL CONDO,2013-01-29
