Unique_ID,Bedroms,Year_Built,Total_Value,Building_Value,Land_Value,Sale_Price,Land_Use,Sale_Date
4745,2,1920,386300,301300,85000,425000,SINGLE FAMILY,2013-06-14
4330,0,0,0,0,0,220185,SINGLE FAMILY,2013-06-14
3866,3,1976,105000,81000,24000,124983,SINGLE FAMILY,2013-06-14
4904,3,1992,93900,70400,23500,109400,SINGLE FAMILY,2013-06-14
3810,4,1961,260300,214300,46000,225000,SINGLE FAMILY,2013-06-14
4194,4,1937,449400,232100,210000,550000,SINGLE FAMILY,2013-06-14
5063,0,0,0,0,0,81000,RESIDENTIAL CONDO,2013-06-14
4941,4,1981,153100,122100,31000,179900,SINGLE FAMILY,2013-06-14
4265,0,0,0,0,0,345000,RESIDENTIAL CONDO,2013-06-14
4910,0,0,0,0,0,265000,SINGLE FAMILY,2013-06-14
4837,0,0,0,0,0,354450,SINGLE FAMILY,2013-06-14
4879,0,0,0,0,0,136000,RESIDENTIAL CONDO,2013-06-14
4749,3,1963,188000,150100,35000,200000,SINGLE FAMILY,2013-06-14
4942,4,1981,154100,123100,31000,167000,SINGLE FAMILY,2013-06-14
4878,3,1971,145200,120200,25000,124000,SINGLE FAMILY,2013-06-14
4509,3,1999,89200,78200,11000,114900,SINGLE FAMILY,2013-06-14
3922,0,0,0,0,0,171000,SINGLE FAMILY,2013-06-14
4746,2,1960,181100,141100,35000,221000,SINGLE FAMILY,2013-06-14
4961,3,1991,107100,81100,26000,110400,SINGLE FAMILY,2013-06-14
3921,0,0,0,0,0,189900,SINGLE FAMILY,2013-06-14
4529,3,1958,128900,98900,30000,130000,SINGLE FAMILY,2013-06-14
4887,0,0,0,0,0,200000,SINGLE FAMILY,2013-06-14
4547,0,0,0,0,0,170000,RESIDENTIAL CONDO,2013-06-14
4248,3,1963,253400,183400,70000,280000,SINGLE FAMILY,2013-06-14
4886,0,0,0,0,0,90000,RESIDENTIAL CONDO,2013-06-14
4709,3,1951,164200,130300,29900,210000,SINGLE FAMILY,2013-06-14
4889,4,1973,171600,130600,41000,100000,SINGLE FAMILY,2013-06-14
4655,0,0,0,0,0,100000,SINGLE FAMILY,2013-06-16
4684,4,2013,268500,241500,27000,301500,SINGLE FAMILY,2013-06-17
4927,3,1958,126000,103000,23000,120000,SINGLE FAMILY,2013-06-17
5101,0,0,0,0,0,380000,RESIDENTIAL CONDO,2013-06-17
4615,4,2014,306500,279500,27000,45000,VACANT RES LAND,2013-06-17
4013,0,0,0,0,0,164000,CONDO,2013-06-17
4860,2,1952,135400,109400,26000,146000,SINGLE FAMILY,2013-06-17
3937,0,0,0,0,0,50000,VACANT RES LAND,2013-06-17
4598,3,1949,205500,175500,30000,150000,SINGLE FAMILY,2013-06-17
3976,2,1940,151900,86900,65000,164900,SINGLE FAMILY,2013-06-17
3997,3,1929,282700,130700,150000,310000,SINGLE FAMILY,2013-06-17
4895,0,0,0,0,0,273000,SINGLE FAMILY,2013-06-17
4044,0,0,0,0,0,280000,RESIDENTIAL CONDO,2013-06-17
4498,0,0,0,0,0,207760,SINGLE FAMILY,2013-06-17
4919,0,0,0,0,0,295000,SINGLE FAMILY,2013-06-17
3756,3,1940,212400,180400,32000,145000,SINGLE FAMILY,2013-06-17
4770,4,1950,116700,96100,17000,120500,SINGLE FAMILY,2013-06-17
4024,3,1928,947000,748200,198800,345000,SINGLE FAMILY,2013-06-17
4526,3,1968,245100,178900,45000,172000,SINGLE FAMILY,2013-06-17
5088,0,0,0,0,0,295000,RESIDENTIAL CONDO,2013-06-17
4450,2,1950,47300,29300,18000,50000,SINGLE FAMILY,2013-06-17
4449,3,1996,192000,139000,40400,185000,SINGLE FAMILY,2013-06-17
4147,0,0,0,0,0,240000,RESIDENTIAL CONDO,2013-06-17
4592,2,1948,186700,148000,38700,191500,SINGLE FAMILY,2013-06-17
3839,0,0,0,0,0,188000,RESIDENTIAL CONDO,2013-06-17
4392,0,0,0,0,0,350000,SINGLE FAMILY,2013-06-17
3784,2,1958,159100,123600,35500,160000,SINGLE FAMILY,2013-06-17
4235,0,0,0,0,0,212350,SINGLE FAMILY,2013-06-17
3885,0,0,0,0,0,370000,SINGLE FAMILY,2013-06-17
3929,5,2012,265900,235900,30000,249900,SINGLE FAMILY,2013-06-17
4903,3,1988,158800,129800,29000,197500,SINGLE FAMILY,2013-06-17
4419,5,2014,950000,690800,259200,305000,VACANT RES LAND,2013-06-17
5092,0,0,0,0,0,202500,RESIDENTIAL CONDO,2013-06-17
4113,0,0,0,0,0,250000,SINGLE FAMILY,2013-06-17
3789,3,1962,86800,65300,21500,98000,SINGLE FAMILY,2013-06-17
4084,3,2013,670400,422900,214500,770000,SINGLE FAMILY,2013-06-17
4150,4,1938,357400,144800,212600,389900,SINGLE FAMILY,2013-06-17
4487,0,0,0,0,0,223000,SINGLE FAMILY,2013-06-17
4047,0,0,0,0,0,607000,CONDO,2013-06-17
3863,3,1960,116100,92100,24000,80000,SINGLE FAMILY,2013-06-17
4315,4,1949,696600,496600,200000,850000,SINGLE FAMILY,2013-06-17
4842,3,1986,112200,90200,22000,129000,SINGLE FAMILY,2013-06-17
4721,3,1920,262100,200300,60000,279000,SINGLE FAMILY,2013-06-17
4201,0,0,0,0,0,2000000,SINGLE FAMILY,2013-06-17
4204,0,0,0,0,0,2000000,VACANT RES LAND,2013-06-17
4205,0,0,0,0,0,2000000,VACANT RES LAND,2013-06-17
4206,0,0,0,0,0,2000000,VACANT RES LAND,2013-06-17
3842,0,0,0,0,0,174900,SINGLE FAMILY,2013-06-17
4029,3,2006,374500,216600,150000,362000,SINGLE FAMILY,2013-06-17
4459,5,1956,171400,131900,36000,175000,SINGLE FAMILY,2013-06-17
4497,0,0,0,0,0,178240,SINGLE FAMILY,2013-06-17
4935,0,0,0,0,0,123500,RESIDENTIAL CONDO,2013-06-17
4203,0,0,0,0,0,2000000,VACANT RES LAND,2013-06-17
4477,0,0,0,0,0,203500,SINGLE FAMILY,2013-06-17
4563,2,1935,83500,63600,16000,75100,SINGLE FAMILY,2013-06-17
4325,0,0,0,0,0,324300,SINGLE FAMILY,2013-06-17
4711,3,1924,125100,90100,35000,157500,DUPLEX,2013-06-17
4202,0,0,0,0,0,2000000,VACANT RES LAND,2013-06-17
4679,4,1930,228700,201700,27000,69000,SINGLE FAMILY,2013-06-17
3905,0,0,0,0,0,249900,SINGLE FAMILY,2013-06-17
4659,3,1947,145100,102200,30000,90000,DUPLEX,2013-06-17
4348,3,1969,220000,176700,34000,227000,SINGLE FAMILY,2013-06-17
4200,0,0,0,0,0,2000000,SINGLE FAMILY,2013-06-17
4316,0,0,0,0,0,354500,SINGLE FAMILY,2013-06-17
4222,0,0,0,0,0,301000,VACANT RES LAND,2013-06-17
4833,2,1959,218700,188500,30200,240000,SINGLE FAMILY,2013-06-18
4937,0,0,0,0,0,127300,SINGLE FAMILY,2013-06-18
4020,3,1965,371400,291400,80000,415000,SINGLE FAMILY,2013-06-18
4264,0,0,0,0,0,930000,CONDO,2013-06-18
4885,3,1967,133100,109100,24000,138000,SINGLE FAMILY,2013-06-18
4636,2,1969,121400,96400,25000,51500,SINGLE FAMILY,2013-06-18
4890,0,0,0,0,0,54000,VACANT RES LAND,2013-06-18
4149,4,1952,990500,152700,837800,899000,SINGLE FAMILY,2013-06-18
4188,4,1955,430500,230500,200000,650000,SINGLE FAMILY,2013-06-18
5051,0,0,0,0,0,16000,VACANT RES LAND,2013-06-18
3872,0,0,0,0,0,240000,RESIDENTIAL CONDO,2013-06-18
3981,0,0,0,0,0,469000,RESIDENTIAL CONDO,2013-06-18
3884,0,0,0,0,0,276500,SINGLE FAMILY,2013-06-18
3900,0,0,0,0,0,320000,SINGLE FAMILY,2013-06-18
3999,3,1955,142500,77500,65000,194000,SINGLE FAMILY,2013-06-18
3953,0,0,0,0,0,198400,SINGLE FAMILY,2013-06-18
4545,3,1969,197800,151500,46300,190000,SINGLE FAMILY,2013-06-18
5080,0,0,0,0,0,298000,RESIDENTIAL CONDO,2013-06-18
4543,3,1963,162300,130300,32000,180900,SINGLE FAMILY,2013-06-18
4383,5,1970,808600,493600,315000,761280,SINGLE FAMILY,2013-06-18
4278,0,0,0,0,0,167000,RESIDENTIAL CONDO,2013-06-18
4551,2,1984,94100,76900,17200,72000,ZERO LOT LINE,2013-06-18
4426,4,1985,65800,52800,13000,56650,DUPLEX,2013-06-18
4851,0,0,0,0,0,89500,RESIDENTIAL CONDO,2013-06-18
4834,3,1957,149800,115800,34000,159900,SINGLE FAMILY,2013-06-18
4638,0,0,0,0,0,55000,VACANT RES LAND,2013-06-18
4077,3,1925,512700,332700,180000,590000,SINGLE FAMILY,2013-06-18
4508,3,1930,66100,46100,18000,40000,SINGLE FAMILY,2013-06-18
4070,0,0,0,0,0,371645,RESIDENTIAL CONDO,2013-06-18
4964,0,0,0,0,0,154900,SINGLE FAMILY,2013-06-18
4263,0,0,0,0,0,930000,CONDO,2013-06-18
4511,2,1964,71900,57900,14000,84970,SINGLE FAMILY,2013-06-18
3935,0,0,0,0,0,264300,SINGLE FAMILY,2013-06-18
5086,0,0,0,0,0,316900,RESIDENTIAL CONDO,2013-06-18
4948,0,0,0,0,0,113000,RESIDENTIAL CONDO,2013-06-18
4310,4,1946,796900,519200,275800,743000,SINGLE FAMILY,2013-06-18
4455,0,0,16700,0,15000,3000,RESIDENTIAL COMBO/MISC,2013-06-18
4456,2,1940,98100,83100,15000,67000,SINGLE FAMILY,2013-06-18
3860,3,1973,102900,85900,17000,78000,SINGLE FAMILY,2013-06-18
4042,0,0,0,0,0,393000,RESIDENTIAL CONDO,2013-06-18
4403,0,0,0,0,0,250000,SINGLE FAMILY,2013-06-18
4067,0,0,0,0,0,492000,RESIDENTIAL CONDO,2013-06-18
4231,4,1949,306600,131600,175000,323000,DUPLEX,2013-06-18
4556,3,1989,98600,74600,24000,89995,SINGLE FAMILY,2013-06-18
4601,0,0,121400,0,117000,126000,RESIDENTIAL COMBO/MISC,2013-06-18
3790,3,1963,214100,175600,38500,248000,SINGLE FAMILY,2013-06-19
4777,3,1934,101900,86900,15000,60000,SINGLE FAMILY,2013-06-19
4747,3,1964,230400,195400,35000,120000,SINGLE FAMILY,2013-06-19
4272,5,2015,1275100,925500,349600,400000,SINGLE FAMILY,2013-06-19
4068,0,0,0,0,0,375000,RESIDENTIAL CONDO,2013-06-19
4153,2,2016,1134800,923900,190000,280000,VACANT RES LAND,2013-06-19
5068,0,0,0,0,0,139990,SINGLE FAMILY,2013-06-19
3799,3,1961,189700,154200,35500,219000,SINGLE FAMILY,2013-06-19
4294,0,0,0,0,0,145500,RESIDENTIAL CONDO,2013-06-19
3848,0,0,0,0,0,194949,RESIDENTIAL CONDO,2013-06-19
4313,0,0,0,0,0,374900,SINGLE FAMILY,2013-06-19
3918,0,0,0,0,0,224900,SINGLE FAMILY,2013-06-19
4506,4,1972,62500,51500,11000,98116,SINGLE FAMILY,2013-06-19
4505,0,0,0,0,0,130000,SINGLE FAMILY,2013-06-19
4737,4,1955,159200,119200,40000,139000,SINGLE FAMILY,2013-06-19
4096,2,1916,378900,197500,180000,410000,SINGLE FAMILY,2013-06-19
4616,3,1940,140600,121900,15000,154400,SINGLE FAMILY,2013-06-19
4368,0,0,0,0,0,185000,RESIDENTIAL CONDO,2013-06-19
3887,3,1966,128400,88400,40000,115000,SINGLE FAMILY,2013-06-19
4722,4,1900,634900,532900,102000,315277,DORMITORY/BOARDING HOUSE,2013-06-19
4269,5,2015,2086300,1665800,380000,499000,VACANT RES LAND,2013-06-19
4094,0,0,0,0,0,237500,RESIDENTIAL CONDO,2013-06-19
4017,2,1920,898000,702000,195000,960000,SINGLE FAMILY,2013-06-19
4901,2,1984,99800,85500,14300,110000,ZERO LOT LINE,2013-06-19
4789,3,1966,221900,131900,90000,222500,SINGLE FAMILY,2013-06-19
3857,3,1969,108300,83900,24000,109000,SINGLE FAMILY,2013-06-19
4212,3,1987,318900,228900,90000,269500,ZERO LOT LINE,2013-06-19
4839,3,1960,179400,144900,30000,160000,SINGLE FAMILY,2013-06-19
4641,3,1950,146700,121700,25000,164515,SINGLE FAMILY,2013-06-19
4052,0,0,0,0,0,205500,CONDO,2013-06-19
3973,0,0,1700,0,1700,2500,VACANT RES LAND,2013-06-19
4622,0,0,18200,0,18200,15000,VACANT RES LAND,2013-06-19
3904,0,0,0,0,0,385900,SINGLE FAMILY,2013-06-19
4773,3,1950,153500,126500,27000,20000,SINGLE FAMILY,2013-06-19
4336,0,0,0,0,0,174000,SINGLE FAMILY,2013-06-20
3945,0,0,0,0,0,45000,VACANT RES LAND,2013-06-20
4430,1,1929,41000,28000,13000,13500,SINGLE FAMILY,2013-06-20
4528,0,0,49500,0,49500,11100,VACANT RES LAND,2013-06-20
4731,2,1935,309000,221200,85000,299000,SINGLE FAMILY,2013-06-20
3761,3,1963,108100,83100,25000,128000,SINGLE FAMILY,2013-06-20
4776,3,1961,222900,207900,15000,126498,SINGLE FAMILY,2013-06-20
4003,3,2007,483100,320200,150000,546000,SINGLE FAMILY,2013-06-20
3783,0,0,0,0,0,26500,RESIDENTIAL CONDO,2013-06-20
4710,0,0,0,0,0,357626,SINGLE FAMILY,2013-06-20
3946,0,0,0,0,0,45000,VACANT RES LAND,2013-06-20
5077,0,0,0,0,0,139900,RESIDENTIAL CONDO,2013-06-20
4337,0,0,0,0,0,129900,RESIDENTIAL CONDO,2013-06-20
4784,3,1968,267900,156000,99000,255000,SINGLE FAMILY,2013-06-20
4703,3,1953,168600,105500,60300,165000,SINGLE FAMILY,2013-06-20
3971,3,1954,95600,82400,13200,12000,SINGLE FAMILY,2013-06-20
4058,2,1910,406800,224100,175000,375000,SINGLE FAMILY,2013-06-20
4687,4,2014,327600,300600,27000,32500,VACANT RES LAND,2013-06-20
4196,0,0,0,0,0,498500,SINGLE FAMILY,2013-06-20
4936,0,0,0,0,0,122500,SINGLE FAMILY,2013-06-20
4079,3,1995,772300,436800,324000,685000,SINGLE FAMILY,2013-06-20
4574,0,0,0,0,0,135000,SINGLE FAMILY,2013-06-20
4431,3,2000,44600,31600,13000,43000,SINGLE FAMILY,2013-06-20
4056,3,1932,353200,196000,148500,260000,SINGLE FAMILY,2013-06-20
4823,0,0,0,0,0,191000,SINGLE FAMILY,2013-06-20
4579,0,0,0,0,0,144000,SINGLE FAMILY,2013-06-20
4143,0,0,0,0,0,207500,RESIDENTIAL CONDO,2013-06-20
3854,0,0,0,0,0,124000,RESIDENTIAL CONDO,2013-06-20
4187,0,0,0,0,0,543000,RESIDENTIAL CONDO,2013-06-20
3933,0,0,0,0,0,200295,SINGLE FAMILY,2013-06-20
3942,0,0,0,0,0,45000,SINGLE FAMILY,2013-06-20
4447,3,1935,169200,124200,45000,215180,SINGLE FAMILY,2013-06-20
3919,0,0,0,0,0,246034,SINGLE FAMILY,2013-06-20
4238,3,1973,141200,105200,36000,96000,SINGLE FAMILY,2013-06-20
4864,0,0,0,0,0,120000,RESIDENTIAL CONDO,2013-06-20
4708,2,1920,190200,144600,45000,215000,SINGLE FAMILY,2013-06-20
4000,4,2013,588300,438300,150000,590000,SINGLE FAMILY,2013-06-21
4361,0,0,0,0,0,169900,RESIDENTIAL CONDO,2013-06-21
4623,3,1930,94900,76700,18200,54500,SINGLE FAMILY,2013-06-21
3771,2,1930,58000,41800,16000,31000,SINGLE FAMILY,2013-06-21
4220,0,0,0,0,0,290000,SINGLE FAMILY,2013-06-21
4970,0,0,0,0,0,139900,SINGLE FAMILY,2013-06-21
4818,4,1973,215100,188100,27000,169486,SINGLE FAMILY,2013-06-21
4765,3,1930,94400,77400,17000,89900,SINGLE FAMILY,2013-06-21
4028,3,1950,307500,157500,150000,340000,SINGLE FAMILY,2013-06-21
3907,0,0,0,0,0,62500,SINGLE FAMILY,2013-06-21
4949,2,1958,78900,60900,18000,86000,SINGLE FAMILY,2013-06-21
4819,0,0,27000,0,27000,23153,VACANT RES LAND,2013-06-21
3780,3,1956,80100,55100,25000,245000,SINGLE FAMILY,2013-06-21
4888,0,0,0,0,0,205000,SINGLE FAMILY,2013-06-21
4457,0,0,0,0,0,104000,SINGLE FAMILY,2013-06-21
4098,4,1900,641700,452400,180000,765000,SINGLE FAMILY,2013-06-21
4567,0,0,0,0,0,216000,SINGLE FAMILY,2013-06-21
4788,0,0,0,0,0,174900,SINGLE FAMILY,2013-06-21
4279,0,0,0,0,0,640000,RESIDENTIAL CONDO,2013-06-21
4902,2,1984,67200,52900,14300,57000,ZERO LOT LINE,2013-06-21
5084,0,0,0,0,0,153000,CONDO,2013-06-21
3843,0,0,0,0,0,235000,SINGLE FAMILY,2013-06-21
3917,0,0,0,0,0,153000,SINGLE FAMILY,2013-06-21
3979,0,0,0,0,0,187000,RESIDENTIAL CONDO,2013-06-21
4309,0,0,0,0,0,484900,RESIDENTIAL CONDO,2013-06-21
4621,3,1958,181300,137300,40000,149900,SINGLE FAMILY,2013-06-21
3978,0,0,0,0,0,317500,RESIDENTIAL CONDO,2013-06-21
4544,4,1965,167800,135800,32000,140000,SINGLE FAMILY,2013-06-21
4225,0,0,0,0,0,310250,RESIDENTIAL CONDO,2013-06-21
3893,0,0,0,0,0,222500,SINGLE FAMILY,2013-06-21
3980,0,0,0,0,0,975000,RESIDENTIAL CONDO,2013-06-21
4141,4,1952,509300,334300,175000,536360,SINGLE FAMILY,2013-06-21
3807,3,2008,213500,180800,32700,277000,SINGLE FAMILY,2013-06-21
4677,4,1961,153500,121500,32000,168000,DUPLEX,2013-06-21
4446,2,2013,209800,164800,45000,60000,VACANT RES LAND,2013-06-21
4445,2,2013,209600,164600,45000,60000,VACANT RES LAND,2013-06-21
4442,2,1954,67900,36300,30000,96000,SINGLE FAMILY,2013-06-21
3801,3,1960,227000,179500,38500,230000,SINGLE FAMILY,2013-06-21
4846,0,0,0,0,0,154900,RESIDENTIAL CONDO,2013-06-21
4388,4,1976,871000,523100,347900,635500,SINGLE FAMILY,2013-06-21
4872,3,1950,104600,83900,19000,96000,SINGLE FAMILY,2013-06-21
4599,2,1962,191100,151100,40000,203000,SINGLE FAMILY,2013-06-21
4126,0,0,0,0,0,235000,RESIDENTIAL CONDO,2013-06-21
4413,0,0,0,0,0,60000,VACANT RES LAND,2013-06-21
3832,0,0,0,0,0,213000,RESIDENTIAL CONDO,2013-06-21
4847,0,0,0,0,0,244900,SINGLE FAMILY,2013-06-21
4717,3,1954,144300,109300,35000,171000,SINGLE FAMILY,2013-06-21
4670,3,1954,307300,201100,105000,328700,SINGLE FAMILY,2013-06-21
3826,4,1982,290000,230000,60000,323000,SINGLE FAMILY,2013-06-21
4953,0,0,0,0,0,124811,RESIDENTIAL CONDO,2013-06-21
3794,3,1955,222600,176600,46000,295000,SINGLE FAMILY,2013-06-21
3793,2,1955,163800,131100,32700,145000,SINGLE FAMILY,2013-06-21
3806,4,1960,120400,83800,32700,190000,DUPLEX,2013-06-21
3781,4,1980,102800,77800,25000,245000,DUPLEX,2013-06-21
4850,0,0,0,0,0,85000,RESIDENTIAL CONDO,2013-06-21
4620,4,1912,367800,325900,40000,347500,SINGLE FAMILY,2013-06-21
4928,0,0,0,0,0,82000,RESIDENTIAL CONDO,2013-06-21
4591,3,1962,158500,115500,34500,164000,SINGLE FAMILY,2013-06-21
4495,6,1959,150300,127600,22700,92000,SINGLE FAMILY,2013-06-21
4016,2,1953,218400,153400,65000,270000,SINGLE FAMILY,2013-06-21
4036,0,0,0,0,0,332000,RESIDENTIAL CONDO,2013-06-21
4189,0,0,0,0,0,560000,SINGLE FAMILY,2013-06-21
4945,3,1979,146400,117900,27000,160000,SINGLE FAMILY,2013-06-21
4831,0,0,0,0,0,175000,RESIDENTIAL CONDO,2013-06-21
3984,0,0,0,0,0,53900,RESIDENTIAL CONDO,2013-06-21
4342,0,0,0,0,0,200000,SINGLE FAMILY,2013-06-21
4527,0,0,0,0,0,163900,SINGLE FAMILY,2013-06-21
4503,3,1970,86800,65800,21000,33000,SINGLE FAMILY,2013-06-21
4214,4,2013,607000,463500,140000,670000,SINGLE FAMILY,2013-06-21
3988,4,1961,293000,168000,121800,299900,SINGLE FAMILY,2013-06-21
4415,0,0,0,0,0,60000,VACANT RES LAND,2013-06-21
4546,3,1953,117200,87000,23000,85000,SINGLE FAMILY,2013-06-21
3782,3,1965,109900,86000,21500,113000,SINGLE FAMILY,2013-06-21
4900,0,0,0,0,0,88000,ZERO LOT LINE,2013-06-21
4841,3,1983,130200,108200,22000,150000,SINGLE FAMILY,2013-06-21
4723,2,1950,160700,122500,33800,171000,SINGLE FAMILY,2013-06-21
3840,3,1961,150800,125800,25000,140000,SINGLE FAMILY,2013-06-21
4827,3,1960,121800,100800,21000,105000,SINGLE FAMILY,2013-06-21
5090,0,0,0,0,0,158000,RESIDENTIAL CONDO,2013-06-21
3763,2,1948,109800,82700,26000,115000,SINGLE FAMILY,2013-06-21
3769,3,1948,122500,96000,26000,150000,SINGLE FAMILY,2013-06-21
4340,0,0,0,0,0,206000,SINGLE FAMILY,2013-06-21
4233,3,1951,467700,244600,203500,432500,SINGLE FAMILY,2013-06-21
4346,0,0,0,0,0,268000,SINGLE FAMILY,2013-06-21
3910,0,0,0,0,0,175000,SINGLE FAMILY,2013-06-21
4414,0,0,0,0,0,60000,VACANT RES LAND,2013-06-21
4755,2,1920,128900,103900,25000,155500,SINGLE FAMILY,2013-06-21
4412,0,0,0,0,0,60000,VACANT RES LAND,2013-06-21
4626,2,1930,174200,151600,18200,58300,SINGLE FAMILY,2013-06-21
4805,0,0,0,0,0,168000,RESIDENTIAL CONDO,2013-06-21
4382,3,1962,525000,104200,420800,525000,SINGLE FAMILY,2013-06-21
4257,0,0,0,0,0,437100,RESIDENTIAL CONDO,2013-06-21
4795,4,2006,398100,308100,90000,360000,SINGLE FAMILY,2013-06-21
4008,3,1955,131200,86200,45000,75000,SINGLE FAMILY,2013-06-21
4055,3,1929,349400,267400,80000,471000,SINGLE FAMILY,2013-06-21
4559,0,0,0,0,0,28000,RESIDENTIAL CONDO,2013-06-21
4876,3,1962,125700,103700,22000,127500,SINGLE FAMILY,2013-06-21
4756,3,2016,331900,306900,25000,118000,SINGLE FAMILY,2013-06-21
4894,0,0,0,0,0,192500,SINGLE FAMILY,2013-06-21
4246,4,1965,330500,260500,70000,280000,SINGLE FAMILY,2013-06-24
4705,4,1932,224400,164100,60300,220000,SINGLE FAMILY,2013-06-24
4664,4,1945,280100,244100,36000,299900,SINGLE FAMILY,2013-06-24
4054,4,2013,592100,429200,150000,210000,SINGLE FAMILY,2013-06-24
4560,4,1935,101300,84500,16000,50000,SINGLE FAMILY,2013-06-24
4137,4,1964,318500,148500,170000,426000,SINGLE FAMILY,2013-06-24
5069,3,1994,125200,103200,22000,125000,SINGLE FAMILY,2013-06-24
4496,0,0,0,0,0,25000,VACANT RES LAND,2013-06-24
4072,3,1946,321200,106700,214500,293500,SINGLE FAMILY,2013-06-24
4844,0,0,0,0,0,167500,SINGLE FAMILY,2013-06-24
4478,0,0,0,0,0,197000,SINGLE FAMILY,2013-06-24
3808,2,1956,101200,75200,26000,120000,SINGLE FAMILY,2013-06-24
4830,3,1986,57800,45300,12500,55000,ZERO LOT LINE,2013-06-24
4521,3,2008,151300,130200,21100,129900,SINGLE FAMILY,2013-06-24
4938,0,0,0,0,0,147000,SINGLE FAMILY,2013-06-24
4249,2,1965,261000,191000,70000,280000,SINGLE FAMILY,2013-06-24
4182,3,1940,319100,119600,198000,350000,SINGLE FAMILY,2013-06-24
4395,0,0,0,0,0,336500,SINGLE FAMILY,2013-06-24
4912,0,0,0,0,0,246810,SINGLE FAMILY,2013-06-24
4409,0,0,0,0,0,300500,SINGLE FAMILY,2013-06-24
4486,0,0,0,0,0,212000,SINGLE FAMILY,2013-06-24
4230,3,1939,436300,227900,201300,585000,SINGLE FAMILY,2013-06-24
5071,0,0,0,0,0,48000,VACANT RES LAND,2013-06-24
4517,3,1965,161200,121100,28000,139000,SINGLE FAMILY,2013-06-24
4669,2,1948,107800,65200,36500,104000,SINGLE FAMILY,2013-06-24
4648,4,1960,195700,163700,32000,180000,SINGLE FAMILY,2013-06-24
4035,0,0,0,0,0,245000,RESIDENTIAL CONDO,2013-06-24
3911,0,0,0,0,0,189000,SINGLE FAMILY,2013-06-24
4170,0,0,0,0,0,312000,RESIDENTIAL CONDO,2013-06-24
4535,0,0,0,0,0,140000,RESIDENTIAL CONDO,2013-06-24
4905,0,0,0,0,0,144000,SINGLE FAMILY,2013-06-24
4379,0,0,0,0,0,295000,SINGLE FAMILY,2013-06-24
4276,0,0,0,0,0,140000,RESIDENTIAL CONDO,2013-06-24
5078,0,0,0,0,0,185000,CONDO,2013-06-24
4217,0,0,0,0,0,549900,SINGLE FAMILY,2013-06-24
4284,2,1948,322500,102400,210000,325000,SINGLE FAMILY,2013-06-24
4242,0,0,0,0,0,399900,SINGLE FAMILY,2013-06-24
3788,0,0,0,0,0,11550,RESIDENTIAL CONDO,2013-06-24
4461,0,0,20000,0,20000,18000,VACANT RES LAND,2013-06-24
4030,0,0,0,0,0,178750,SINGLE FAMILY,2013-06-24
4602,0,0,87800,0,87800,89900,VACANT RES LAND,2013-06-24
4405,0,0,0,0,0,272000,SINGLE FAMILY,2013-06-24
3803,3,1961,237600,199100,38500,264000,SINGLE FAMILY,2013-06-24
4322,4,1950,643200,381100,250000,654500,SINGLE FAMILY,2013-06-24
3805,4,1962,120600,87900,32700,178000,DUPLEX,2013-06-24
4933,0,0,0,0,0,94559,SINGLE FAMILY,2013-06-24
4483,0,0,0,0,0,228000,SINGLE FAMILY,2013-06-25
4308,6,2006,2467000,2073100,276700,1732500,SINGLE FAMILY,2013-06-25
4006,3,1964,261800,196800,65000,305000,SINGLE FAMILY,2013-06-25
4735,3,1925,253500,163400,85000,268900,SINGLE FAMILY,2013-06-25
4955,0,0,0,0,0,85000,RESIDENTIAL CONDO,2013-06-25
4665,0,0,0,0,0,326350,SINGLE FAMILY,2013-06-25
4091,2,1940,335400,99700,214500,300000,SINGLE FAMILY,2013-06-25
4501,4,1971,214900,180700,34200,222000,SINGLE FAMILY,2013-06-25
3938,0,0,0,0,0,130000,RESIDENTIAL CONDO,2013-06-25
4304,2,1952,312000,104400,207000,305500,SINGLE FAMILY,2013-06-25
4012,0,0,0,0,0,665000,SINGLE FAMILY,2013-06-25
5072,2,1920,434500,394500,40000,115000,SINGLE FAMILY,2013-06-25
4019,5,2012,1620900,1387200,209000,1800000,SINGLE FAMILY,2013-06-25
3998,4,1930,345000,188800,150000,425000,SINGLE FAMILY,2013-06-25
4627,4,1930,247000,210000,37000,279750,SINGLE FAMILY,2013-06-25
4390,4,1976,442100,127100,315000,500000,SINGLE FAMILY,2013-06-25
5095,0,0,0,0,0,235000,RESIDENTIAL CONDO,2013-06-25
4519,4,1977,167000,132000,35000,169900,SINGLE FAMILY,2013-06-25
3966,4,2013,546500,414600,120000,550000,SINGLE FAMILY,2013-06-25
4097,4,1918,660300,472600,180000,780000,SINGLE FAMILY,2013-06-25
4404,0,0,0,0,0,325000,SINGLE FAMILY,2013-06-25
4814,3,1950,110900,81900,29000,120000,SINGLE FAMILY,2013-06-25
4583,0,0,20700,0,20700,14500,VACANT RES LAND,2013-06-25
4582,0,0,20700,0,20700,14500,VACANT RES LAND,2013-06-25
4180,0,0,0,0,0,230000,RESIDENTIAL CONDO,2013-06-25
5064,3,2002,134700,107200,27500,148000,SINGLE FAMILY,2013-06-25
3878,0,0,0,0,0,190000,VACANT RES LAND,2013-06-25
4033,2,1976,328800,178800,150000,320000,SINGLE FAMILY,2013-06-25
4463,0,0,0,0,0,241800,RESIDENTIAL CONDO,2013-06-25
4127,0,0,0,0,0,208000,RESIDENTIAL CONDO,2013-06-25
